Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers,FlockingWinter,FlockingFall
S60625785,Hermit Thrush,Catharus guttatus,27739,2,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,N,N
S60023820,House Finch,Haemorhous mexicanus,31648,2,CA-BC,Capital,L9945527,UVIC-MWB2,48.4660172,-123.3144889,9/22/19,8:27 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 2.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast with light rain.",,N,Y
S60625785,House Finch,Haemorhous mexicanus,31648,2,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,N,Y
S60023653,Northern Flicker,Colaptes auratus,11572,1,CA-BC,Capital,L9945501,UVIC-EOW6,48.4613442,-123.3099217,9/22/19,8:03 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast with light rain",,N,N
S60625785,Northern Flicker,Colaptes auratus,11572,4,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,N,N
S60023543,Orange-crowned Warbler,Leiothlypis celata,33296,1,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,9/22/19,7:55 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 4.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,na,N
S60625785,Orange-crowned Warbler,Leiothlypis celata,33296,12,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,na,N
S60023820,Red-breasted Nuthatch,Sitta canadensis,26353,1,CA-BC,Capital,L9945527,UVIC-MWB2,48.4660172,-123.3144889,9/22/19,8:27 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 2.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast with light rain.",,N,Y
S60625785,Red-breasted Nuthatch,Sitta canadensis,26353,7,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,N,Y
S60625785,Ruby-crowned Kinglet,Corthylio calendula,26270,8,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,N,Y
S60023928,Song Sparrow,Melospiza melodia,32601,1,CA-BC,Capital,L9945548,UVIC-DTB5,48.4648617,-123.3147289,9/22/19,8:36 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building, DTB, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast with light rain.",,N,N
S60023728,Song Sparrow,Melospiza melodia,32601,1,CA-BC,Capital,L9945512,UVIC-UVC7,48.4651086,-123.3109606,9/22/19,8:16 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 7.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,N
S60625785,Song Sparrow,Melospiza melodia,32601,3,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,N,N
S60023454,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L9945435,UVIC-FIA5,48.461824,-123.3167171,9/22/19,7:37 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,Y
S60023543,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L9945482,UVIC-MSB4,48.4615546,-123.3125805,9/22/19,7:55 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 4.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,N,Y
S60625785,Spotted Towhee,Pipilo maculatus,32713,10,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,N,Y
S60023454,Steller's Jay,Cyanocitta stelleri,20766,2,CA-BC,Capital,L9945435,UVIC-FIA5,48.461824,-123.3167171,9/22/19,7:37 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: overcast",,Y,Y
S60625785,Steller's Jay,Cyanocitta stelleri,20766,4,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,Y,Y
S60625785,Swainson's Thrush,Catharus ustulatus,27730,2,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,na,N
S60625785,Townsend's Warbler,Setophaga townsendi,33509,3,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,na,N
S60625785,Varied Thrush,Ixoreus naevius,27661,3,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,Y,Y
S60625785,Warbling Vireo,Vireo gilvus,18775,1,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,N,N
S60625785,White-crowned Sparrow,Zonotrichia leucophrys,32512,1,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,Y,Y
S60625785,Yellow-rumped Warbler,Setophaga coronata,33469,18,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,Y,Y
S60625785,Yellow-rumped Warbler,Setophaga coronata coronata,33470,1,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/22/19,7:35 AM,eBird - Traveling Count,91,1,3.482,,1,,,Uvic survey walk,,Y,Y
S60117118,American Crow,Corvus brachyrhynchos,21054,1,CA-BC,Capital,L9957772,UVIC-MWB5,48.4662295,-123.3139901,9/25/19,7:54 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60625786,American Crow,Corvus brachyrhynchos,21054,8,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,Y,Y
S60625786,American Goldfinch,Spinus tristis,31953,5,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,Y,Y
S60106773,American Robin,Turdus migratorius,27969,7,CA-BC,Capital,L9956470,UVIC-EOW1,48.4614989,-123.3097366,9/25/19,7:32 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Engineering Office Wing, EOW, Facade 1.   Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60117279,American Robin,Turdus migratorius,27969,1,CA-BC,Capital,L9957800,UVIC-FIA3,48.4619211,-123.3169971,9/25/19,8:15 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 3.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60117363,American Robin,Turdus migratorius,27969,14,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,9/25/19,8:28 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Medical Science Building, MSB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60625786,American Robin,Turdus migratorius,27969,50,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,Y,Y
S60117181,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/25/19,8:02 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building, DTB, Facade 1.   Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,N,N
S60117011,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L9957765,UVIC-UVC11,48.4651322,-123.3120669,9/25/19,7:46 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 11.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,N,N
S60625786,Anna's Hummingbird,Calypte anna,4752,9,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,N
S60117181,Bewick's Wren,Thryomanes bewickii,26787,2,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/25/19,8:02 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building, DTB, Facade 1.   Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,N,Y
S60625786,Bewick's Wren,Thryomanes bewickii,26787,6,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,Y
S60117181,Chestnut-backed Chickadee,Poecile rufescens,21591,3,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/25/19,8:02 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building, DTB, Facade 1.   Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60117279,Chestnut-backed Chickadee,Poecile rufescens,21591,4,CA-BC,Capital,L9957800,UVIC-FIA3,48.4619211,-123.3169971,9/25/19,8:15 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 3.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60117363,Chestnut-backed Chickadee,Poecile rufescens,21591,3,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,9/25/19,8:28 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60117118,Chestnut-backed Chickadee,Poecile rufescens,21591,2,CA-BC,Capital,L9957772,UVIC-MWB5,48.4662295,-123.3139901,9/25/19,7:54 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60625786,Chestnut-backed Chickadee,Poecile rufescens,21591,25,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,Y,Y
S60117181,Dark-eyed Junco,Junco hyemalis,32449,4,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/25/19,8:02 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building, DTB, Facade 1.   Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60106773,Dark-eyed Junco,Junco hyemalis,32449,3,CA-BC,Capital,L9956470,UVIC-EOW1,48.4614989,-123.3097366,9/25/19,7:32 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 1.   Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60117363,Dark-eyed Junco,Junco hyemalis,32449,8,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,9/25/19,8:28 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60117011,Dark-eyed Junco,Junco hyemalis,32449,3,CA-BC,Capital,L9957765,UVIC-UVC11,48.4651322,-123.3120669,9/25/19,7:46 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 11.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60625786,Dark-eyed Junco,Junco hyemalis,32449,35,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,Y,Y
S60117279,Downy Woodpecker,Dryobates pubescens,11083,1,CA-BC,Capital,L9957800,UVIC-FIA3,48.4619211,-123.3169971,9/25/19,8:15 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 3.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,N,N
S60625786,Downy Woodpecker,Dryobates pubescens,11083,4,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,N
S60117118,European Starling,Sturnus vulgaris,27232,1,CA-BC,Capital,L9957772,UVIC-MWB5,48.4662295,-123.3139901,9/25/19,7:54 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60625786,European Starling,Sturnus vulgaris,27232,1,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,Y,Y
S60625786,Fox Sparrow,Passerella iliaca,32425,3,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,N
S60117118,Glaucous-winged Gull,Larus glaucescens,6484,2,CA-BC,Capital,L9957772,UVIC-MWB5,48.4662295,-123.3139901,9/25/19,7:54 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"Micheal Williams Building, MWB, Facade 5.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,N
S60625786,Glaucous-winged Gull,Larus glaucescens,6484,5,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,Y,N
S60117181,Golden-crowned Kinglet,Regulus satrapa,26274,1,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/25/19,8:02 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building, DTB, Facade 1.   Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60117279,Golden-crowned Kinglet,Regulus satrapa,26274,1,CA-BC,Capital,L9957800,UVIC-FIA3,48.4619211,-123.3169971,9/25/19,8:15 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 3.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,Y,Y
S60625786,Golden-crowned Kinglet,Regulus satrapa,26274,12,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,Y,Y
S60625786,Golden-crowned Sparrow,Zonotrichia atricapilla,32521,6,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,Y,Y
S60625786,Hermit Thrush,Catharus guttatus,27739,1,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,N
S60117181,House Finch,Haemorhous mexicanus,31648,4,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/25/19,8:02 AM,eBird - Stationary Count,5,1,,,1,F Flyover,,"David Turpin Building, DTB, Facade 1.   Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,N,Y
S60117279,House Finch,Haemorhous mexicanus,31648,1,CA-BC,Capital,L9957800,UVIC-FIA3,48.4619211,-123.3169971,9/25/19,8:15 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 3.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,N,Y
S60625786,House Finch,Haemorhous mexicanus,31648,8,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,Y
S60625786,Northern Flicker,Colaptes auratus,11572,6,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,N
S60625786,Orange-crowned Warbler,Leiothlypis celata,33296,1,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,na,N
S60117363,Red-breasted Nuthatch,Sitta canadensis,26353,1,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,9/25/19,8:28 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,N,Y
S60625786,Red-breasted Nuthatch,Sitta canadensis,26353,7,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,Y
S60117181,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L9957789,UVIC-DTB1,48.4648955,-123.313965,9/25/19,8:02 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building, DTB, Facade 1.   Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,N,Y
S60625786,Ruby-crowned Kinglet,Corthylio calendula,26270,3,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,Y
S60106773,Song Sparrow,Melospiza melodia,32601,1,CA-BC,Capital,L9956470,UVIC-EOW1,48.4614989,-123.3097366,9/25/19,7:32 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 1.   Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,N,N
S60625786,Song Sparrow,Melospiza melodia,32601,2,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,N
S60625786,Spotted Towhee,Pipilo maculatus,32713,2,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,N,Y
S60625786,Steller's Jay,Cyanocitta stelleri,20766,1,CA-BC,Capital,L345539,University of Victoria,48.46304,-123.31187,9/25/19,7:32 AM,eBird - Traveling Count,75,1,3.14,,1,,,UVIC survey walk,,Y,Y
S60117363,Townsend's Warbler,Setophaga townsendi,33509,1,CA-BC,Capital,L9957809,UVIC-MSB6,48.4617439,-123.3129491,9/25/19,8:28 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: mixed sun and cloud.",,na,N
